,eleicao,codmun,vencedor,vt_dir,vt_esq,qt_secoes,codmicro,codmeso,uf,regiao,lat,long,escala_idh,escala_dens
6713,2022,3123205,ESQUERDA,563,772,5,310626,3106,MG,SE,"-19,46162944","-45,60265583",ALTA,BAIXA
6714,2018,3123304,ESQUERDA,1327,1854,17,311264,3112,MG,SE,"-20,98127337","-43,19519452",MEDIA,MEDIA
6715,2022,3123304,ESQUERDA,1392,2509,18,311264,3112,MG,SE,"-20,98127337","-43,19519452",MEDIA,MEDIA
6716,2018,3123403,DIREITA,582,482,5,310942,3109,MG,SE,"-20,28845096","-45,90519689",MEDIA,MUITO BAIXA
6717,2022,3123403,DIREITA,414,313,3,310942,3109,MG,SE,"-20,28845096","-45,90519689",MEDIA,MUITO BAIXA
6718,2022,3123403,ESQUERDA,394,420,3,310942,3109,MG,SE,"-20,28845096","-45,90519689",MEDIA,MUITO BAIXA
6719,2018,3123502,DIREITA,253,234,3,310519,3105,MG,SE,"-18,43383409","-47,61197495",ALTA,MUITO BAIXA
6720,2018,3123502,ESQUERDA,352,447,4,310519,3105,MG,SE,"-18,43383409","-47,61197495",ALTA,MUITO BAIXA
6721,2022,3123502,DIREITA,71,70,1,310519,3105,MG,SE,"-18,43383409","-47,61197495",ALTA,MUITO BAIXA
6722,2022,3123502,ESQUERDA,582,858,6,310519,3105,MG,SE,"-18,43383409","-47,61197495",ALTA,MUITO BAIXA
6723,2018,3123528,DIREITA,322,277,3,311261,3112,MG,SE,"-20,20723888","-41,79426165",MEDIA,ALTA
6724,2018,3123528,ESQUERDA,1407,2240,19,311261,3112,MG,SE,"-20,20723888","-41,79426165",MEDIA,ALTA
6725,2022,3123528,DIREITA,232,194,2,311261,3112,MG,SE,"-20,20723888","-41,79426165",MEDIA,ALTA
6726,2022,3123528,ESQUERDA,1886,2655,20,311261,3112,MG,SE,"-20,20723888","-41,79426165",MEDIA,ALTA
6727,2018,3123601,DIREITA,10394,3689,55,311050,3110,MG,SE,"-21,60931278","-45,5664342",MEDIA,ALTA
6728,2022,3123601,DIREITA,8842,5467,50,311050,3110,MG,SE,"-21,60931278","-45,5664342",MEDIA,ALTA
6729,2022,3123601,ESQUERDA,560,686,5,311050,3110,MG,SE,"-21,60931278","-45,5664342",MEDIA,ALTA
6730,2018,3123700,DIREITA,2331,1523,19,310837,3108,MG,SE,"-19,19810287","-42,04984169",MEDIA,MUITO ALTA
6731,2018,3123700,ESQUERDA,416,542,5,310837,3108,MG,SE,"-19,19810287","-42,04984169",MEDIA,MUITO ALTA
6732,2022,3123700,DIREITA,1521,1306,15,310837,3108,MG,SE,"-19,19810287","-42,04984169",MEDIA,MUITO ALTA
6733,2022,3123700,ESQUERDA,1049,1422,14,310837,3108,MG,SE,"-19,19810287","-42,04984169",MEDIA,MUITO ALTA
6734,2018,3123809,ESQUERDA,1033,2719,19,310209,3102,MG,SE,"-17,28775321","-43,94941474",MEDIA,BAIXA
6735,2022,3123809,ESQUERDA,1200,3222,19,310209,3102,MG,SE,"-17,28775321","-43,94941474",MEDIA,BAIXA
6736,2018,3123858,DIREITA,1356,1073,11,310840,3108,MG,SE,"-19,62778335","-42,23235998",MEDIA,ALTA
6737,2018,3123858,ESQUERDA,514,584,5,310840,3108,MG,SE,"-19,62778335","-42,23235998",MEDIA,ALTA
6738,2022,3123858,DIREITA,1300,1166,11,310840,3108,MG,SE,"-19,62778335","-42,23235998",MEDIA,ALTA
6739,2022,3123858,ESQUERDA,880,1112,9,310840,3108,MG,SE,"-19,62778335","-42,23235998",MEDIA,ALTA
6740,2018,3123908,DIREITA,2203,1795,18,310734,3107,MG,SE,"-20,6713572","-44,06708168",MEDIA,MEDIA
6741,2018,3123908,EMPATE,51,51,1,310734,3107,MG,SE,"-20,6713572","-44,06708168",MEDIA,MEDIA
6742,2018,3123908,ESQUERDA,1763,2262,23,310734,3107,MG,SE,"-20,6713572","-44,06708168",MEDIA,MEDIA
6743,2022,3123908,DIREITA,691,640,6,310734,3107,MG,SE,"-20,6713572","-44,06708168",MEDIA,MEDIA
6744,2022,3123908,ESQUERDA,3512,4811,34,310734,3107,MG,SE,"-20,6713572","-44,06708168",MEDIA,MEDIA
6745,2018,3124005,ESQUERDA,3854,6593,57,311262,3112,MG,SE,"-20,83350656","-42,65936747",MEDIA,ALTA
6746,2022,3124005,ESQUERDA,4114,8390,60,311262,3112,MG,SE,"-20,83350656","-42,65936747",MEDIA,ALTA
6747,2018,3124104,DIREITA,13935,10306,106,310730,3107,MG,SE,"-19,75920074","-44,31480692",MEDIA,MUITO ALTA
6748,2018,3124104,ESQUERDA,3352,3833,32,310730,3107,MG,SE,"-19,75920074","-44,31480692",MEDIA,MUITO ALTA
6749,2022,3124104,DIREITA,6548,5305,45,310730,3107,MG,SE,"-19,75920074","-44,31480692",MEDIA,MUITO ALTA
6750,2022,3124104,EMPATE,176,176,2,310730,3107,MG,SE,"-19,75920074","-44,31480692",MEDIA,MUITO ALTA
6751,2022,3124104,ESQUERDA,11991,15636,103,310730,3107,MG,SE,"-19,75920074","-44,31480692",MEDIA,MUITO ALTA
6752,2018,3124203,DIREITA,2710,2335,25,311263,3112,MG,SE,"-20,64370781","-41,91393502",MEDIA,MUITO ALTA
6753,2018,3124203,EMPATE,96,96,1,311263,3112,MG,SE,"-20,64370781","-41,91393502",MEDIA,MUITO ALTA
6754,2018,3124203,ESQUERDA,2647,3518,32,311263,3112,MG,SE,"-20,64370781","-41,91393502",MEDIA,MUITO ALTA
6755,2022,3124203,DIREITA,2420,2087,19,311263,3112,MG,SE,"-20,64370781","-41,91393502",MEDIA,MUITO ALTA
6756,2022,3124203,EMPATE,65,65,1,311263,3112,MG,SE,"-20,64370781","-41,91393502",MEDIA,MUITO ALTA
6757,2022,3124203,ESQUERDA,4178,5104,39,311263,3112,MG,SE,"-20,64370781","-41,91393502",MEDIA,MUITO ALTA
6758,2018,3124302,DIREITA,575,538,8,310204,3102,MG,SE,"-14,92527181","-42,81298184",MEDIA,BAIXA
6759,2018,3124302,EMPATE,56,56,1,310204,3102,MG,SE,"-14,92527181","-42,81298184",MEDIA,BAIXA
6760,2018,3124302,ESQUERDA,4823,9269,89,310204,3102,MG,SE,"-14,92527181","-42,81298184",MEDIA,BAIXA
6761,2022,3124302,DIREITA,90,87,1,310204,3102,MG,SE,"-14,92527181","-42,81298184",MEDIA,BAIXA
6762,2022,3124302,ESQUERDA,5824,11757,89,310204,3102,MG,SE,"-14,92527181","-42,81298184",MEDIA,BAIXA
6763,2018,3124401,DIREITA,2044,1141,13,311052,3110,MG,SE,"-22,04751364","-45,95401252",MEDIA,MEDIA
6764,2022,3124401,DIREITA,1056,871,7,311052,3110,MG,SE,"-22,04751364","-45,95401252",MEDIA,MEDIA
6765,2022,3124401,EMPATE,131,131,1,311052,3110,MG,SE,"-22,04751364","-45,95401252",MEDIA,MEDIA
6766,2022,3124401,ESQUERDA,802,1032,7,311052,3110,MG,SE,"-22,04751364","-45,95401252",MEDIA,MEDIA
6767,2018,3124500,DIREITA,3860,1912,29,311052,3110,MG,SE,"-22,46304506","-46,01635181",MEDIA,ALTA
6768,2018,3124500,ESQUERDA,153,181,2,311052,3110,MG,SE,"-22,46304506","-46,01635181",MEDIA,ALTA
6769,2022,3124500,DIREITA,3645,2691,28,311052,3110,MG,SE,"-22,46304506","-46,01635181",MEDIA,ALTA
6770,2022,3124500,ESQUERDA,505,576,5,311052,3110,MG,SE,"-22,46304506","-46,01635181",MEDIA,ALTA
6771,2018,3124609,DIREITA,69,64,1,311266,3112,MG,SE,"-21,74228528","-42,45837103",ALTA,BAIXA
6772,2018,3124609,ESQUERDA,591,848,9,311266,3112,MG,SE,"-21,74228528","-42,45837103",ALTA,BAIXA
6773,2022,3124609,ESQUERDA,716,1248,10,311266,3112,MG,SE,"-21,74228528","-42,45837103",ALTA,BAIXA
6774,2018,3124708,DIREITA,1137,580,10,310626,3106,MG,SE,"-19,52023782","-45,79243256",MEDIA,MUITO BAIXA
6775,2018,3124708,ESQUERDA,34,51,1,310626,3106,MG,SE,"-19,52023782","-45,79243256",MEDIA,MUITO BAIXA
6776,2022,3124708,DIREITA,520,422,5,310626,3106,MG,SE,"-19,52023782","-45,79243256",MEDIA,MUITO BAIXA
6777,2022,3124708,EMPATE,119,119,1,310626,3106,MG,SE,"-19,52023782","-45,79243256",MEDIA,MUITO BAIXA
6778,2022,3124708,ESQUERDA,406,490,5,310626,3106,MG,SE,"-19,52023782","-45,79243256",MEDIA,MUITO BAIXA
6779,2018,3124807,DIREITA,396,354,4,310519,3105,MG,SE,"-18,74129318","-47,6889748",MEDIA,MUITO BAIXA
6780,2018,3124807,ESQUERDA,1291,1727,15,310519,3105,MG,SE,"-18,74129318","-47,6889748",MEDIA,MUITO BAIXA
6781,2022,3124807,DIREITA,237,218,2,310519,3105,MG,SE,"-18,74129318","-47,6889748",MEDIA,MUITO BAIXA
6782,2022,3124807,EMPATE,111,111,1,310519,3105,MG,SE,"-18,74129318","-47,6889748",MEDIA,MUITO BAIXA
6783,2022,3124807,ESQUERDA,1497,2203,16,310519,3105,MG,SE,"-18,74129318","-47,6889748",MEDIA,MUITO BAIXA
6784,2018,3124906,DIREITA,2709,1968,19,311263,3112,MG,SE,"-21,09722253","-42,19227708",MEDIA,MEDIA
6785,2018,3124906,ESQUERDA,367,814,7,311263,3112,MG,SE,"-21,09722253","-42,19227708",MEDIA,MEDIA
6786,2022,3124906,DIREITA,1971,1556,15,311263,3112,MG,SE,"-21,09722253","-42,19227708",MEDIA,MEDIA
6787,2022,3124906,EMPATE,117,117,1,311263,3112,MG,SE,"-21,09722253","-42,19227708",MEDIA,MEDIA
6788,2022,3124906,ESQUERDA,1359,1962,14,311263,3112,MG,SE,"-21,09722253","-42,19227708",MEDIA,MEDIA
6789,2018,3125002,ESQUERDA,991,1776,12,311265,3112,MG,SE,"-21,54163615","-43,5075914",MEDIA,ALTA
6790,2022,3125002,ESQUERDA,1110,2286,13,311265,3112,MG,SE,"-21,54163615","-43,5075914",MEDIA,ALTA
6791,2018,3125101,DIREITA,13952,5878,83,311052,3110,MG,SE,"-22,85819007","-46,32216174",ALTA,MUITO ALTA
6792,2022,3125101,DIREITA,14204,10752,89,311052,3110,MG,SE,"-22,85819007","-46,32216174",ALTA,MUITO ALTA
6793,2022,3125101,ESQUERDA,1195,1319,11,311052,3110,MG,SE,"-22,85819007","-46,32216174",ALTA,MUITO ALTA
6794,2018,3125200,DIREITA,1203,693,10,311049,3110,MG,SE,"-21,40576153","-45,8323121",ALTA,MEDIA
6795,2022,3125200,DIREITA,1086,855,9,311049,3110,MG,SE,"-21,40576153","-45,8323121",ALTA,MEDIA
6796,2022,3125200,ESQUERDA,186,232,2,311049,3110,MG,SE,"-21,40576153","-45,8323121",ALTA,MEDIA
6797,2018,3125309,ESQUERDA,809,1207,12,311263,3112,MG,SE,"-20,80174494","-42,01384618",MEDIA,BAIXA
6798,2022,3125309,ESQUERDA,902,1502,13,311263,3112,MG,SE,"-20,80174494","-42,01384618",MEDIA,BAIXA
6799,2018,3125408,DIREITA,452,404,5,310310,3103,MG,SE,"-18,07756312","-43,24517093",MEDIA,BAIXA
6800,2018,3125408,ESQUERDA,739,913,10,310310,3103,MG,SE,"-18,07756312","-43,24517093",MEDIA,BAIXA
6801,2022,3125408,ESQUERDA,1093,2087,16,310310,3103,MG,SE,"-18,07756312","-43,24517093",MEDIA,BAIXA
6802,2018,3125507,ESQUERDA,561,1105,11,310310,3103,MG,SE,"-18,00639416","-43,38454373",MEDIA,MUITO BAIXA
6803,2022,3125507,ESQUERDA,466,1613,12,310310,3103,MG,SE,"-18,00639416","-43,38454373",MEDIA,MUITO BAIXA
6804,2018,3125606,ESQUERDA,978,2145,15,310314,3103,MG,SE,"-16,63833315","-40,7585705",BAIXA,BAIXA
6805,2022,3125606,ESQUERDA,1026,2701,17,310314,3103,MG,SE,"-16,63833315","-40,7585705",BAIXA,BAIXA
6806,2018,3125705,DIREITA,1933,1682,17,310625,3106,MG,SE,"-18,75435656","-44,89658662",MEDIA,MUITO BAIXA
6807,2018,3125705,ESQUERDA,1654,1939,18,310625,3106,MG,SE,"-18,75435656","-44,89658662",MEDIA,MUITO BAIXA
6808,2022,3125705,DIREITA,312,261,3,310625,3106,MG,SE,"-18,75435656","-44,89658662",MEDIA,MUITO BAIXA
6809,2022,3125705,ESQUERDA,3244,4754,34,310625,3106,MG,SE,"-18,75435656","-44,89658662",MEDIA,MUITO BAIXA
6810,2018,3125804,DIREITA,1077,614,10,310837,3108,MG,SE,"-19,15100064","-42,08097848",MEDIA,BAIXA
6811,2022,3125804,DIREITA,567,461,5,310837,3108,MG,SE,"-19,15100064","-42,08097848",MEDIA,BAIXA
6812,2022,3125804,EMPATE,106,106,1,310837,3108,MG,SE,"-19,15100064","-42,08097848",MEDIA,BAIXA
6813,2022,3125804,ESQUERDA,322,366,4,310837,3108,MG,SE,"-19,15100064","-42,08097848",MEDIA,BAIXA
6814,2018,3125903,DIREITA,354,333,5,310731,3107,MG,SE,"-19,23641959","-43,01971362",MEDIA,MUITO BAIXA
6815,2018,3125903,ESQUERDA,1586,2784,29,310731,3107,MG,SE,"-19,23641959","-43,01971362",MEDIA,MUITO BAIXA
6816,2022,3125903,ESQUERDA,1906,4108,35,310731,3107,MG,SE,"-19,23641959","-43,01971362",MEDIA,MUITO BAIXA
6817,2018,3125952,ESQUERDA,2200,3215,25,311263,3112,MG,SE,"-20,73277569","-42,27818053",BAIXA,MEDIA
6818,2022,3125952,DIREITA,348,306,3,311263,3112,MG,SE,"-20,73277569","-42,27818053",BAIXA,MEDIA
6819,2022,3125952,ESQUERDA,2355,3550,24,311263,3112,MG,SE,"-20,73277569","-42,27818053",BAIXA,MEDIA
6820,2018,3126000,DIREITA,2426,1711,18,310729,3107,MG,SE,"-19,89451823","-44,43011556",ALTA,ALTA
6821,2022,3126000,DIREITA,399,362,3,310729,3107,MG,SE,"-19,89451823","-44,43011556",ALTA,ALTA
6822,2022,3126000,ESQUERDA,2032,2337,17,310729,3107,MG,SE,"-19,89451823","-44,43011556",ALTA,ALTA
6823,2018,3126109,DIREITA,25224,10400,173,310944,3109,MG,SE,"-20,46488355","-45,42642818",ALTA,ALTA
6824,2018,3126109,ESQUERDA,90,99,1,310944,3109,MG,SE,"-20,46488355","-45,42642818",ALTA,ALTA
6825,2022,3126109,DIREITA,25488,15219,171,310944,3109,MG,SE,"-20,46488355","-45,42642818",ALTA,ALTA
6826,2022,3126109,ESQUERDA,520,589,6,310944,3109,MG,SE,"-20,46488355","-45,42642818",ALTA,ALTA
6827,2018,3126208,DIREITA,148,134,2,310101,3101,MG,SE,"-14,9517426","-46,23997954",MEDIA,MUITO BAIXA
6828,2018,3126208,ESQUERDA,1266,2214,19,310101,3101,MG,SE,"-14,9517426","-46,23997954",MEDIA,MUITO BAIXA
6829,2022,3126208,DIREITA,91,75,1,310101,3101,MG,SE,"-14,9517426","-46,23997954",MEDIA,MUITO BAIXA
6830,2022,3126208,ESQUERDA,1615,2589,20,310101,3101,MG,SE,"-14,9517426","-46,23997954",MEDIA,MUITO BAIXA
6831,2018,3126307,DIREITA,1360,631,11,311047,3110,MG,SE,"-20,84849251","-46,71264341",MEDIA,BAIXA
6832,2022,3126307,DIREITA,1281,1022,10,311047,3110,MG,SE,"-20,84849251","-46,71264341",MEDIA,BAIXA
6833,2018,3126406,DIREITA,455,408,4,310727,3107,MG,SE,"-19,56390096","-44,44339705",MEDIA,BAIXA
6834,2018,3126406,ESQUERDA,494,560,6,310727,3107,MG,SE,"-19,56390096","-44,44339705",MEDIA,BAIXA
6835,2022,3126406,ESQUERDA,817,1340,11,310727,3107,MG,SE,"-19,56390096","-44,44339705",MEDIA,BAIXA
6836,2018,3126505,DIREITA,81,72,1,310311,3103,MG,SE,"-16,99069129","-42,34977316",MEDIA,BAIXA
6837,2018,3126505,ESQUERDA,1189,2396,29,310311,3103,MG,SE,"-16,99069129","-42,34977316",MEDIA,BAIXA
6838,2022,3126505,ESQUERDA,1256,3201,30,310311,3103,MG,SE,"-16,99069129","-42,34977316",MEDIA,BAIXA
6839,2018,3126604,DIREITA,146,66,2,310209,3102,MG,SE,"-17,31994881","-44,23420653",MEDIA,MUITO BAIXA
6840,2018,3126604,ESQUERDA,843,1405,15,310209,3102,MG,SE,"-17,31994881","-44,23420653",MEDIA,MUITO BAIXA
6841,2022,3126604,DIREITA,177,77,2,310209,3102,MG,SE,"-17,31994881","-44,23420653",MEDIA,MUITO BAIXA
6842,2022,3126604,ESQUERDA,987,1802,14,310209,3102,MG,SE,"-17,31994881","-44,23420653",MEDIA,MUITO BAIXA
6843,2018,3126703,DIREITA,101,93,1,310207,3102,MG,SE,"-16,47568087","-43,48873528",MEDIA,MUITO BAIXA
6844,2018,3126703,ESQUERDA,3457,7877,76,310207,3102,MG,SE,"-16,47568087","-43,48873528",MEDIA,MUITO BAIXA
6845,2022,3126703,ESQUERDA,3865,10303,77,310207,3102,MG,SE,"-16,47568087","-43,48873528",MEDIA,MUITO BAIXA
6846,2018,3126752,ESQUERDA,840,1697,16,310415,3104,MG,SE,"-17,95904357","-42,00731281",MEDIA,MUITO BAIXA
6847,2022,3126752,ESQUERDA,954,2352,16,310415,3104,MG,SE,"-17,95904357","-42,00731281",MEDIA,MUITO BAIXA
6848,2018,3126802,ESQUERDA,797,2048,17,310415,3104,MG,SE,"-18,07118503","-41,42942079",BAIXA,MUITO BAIXA
6849,2022,3126802,ESQUERDA,1177,2587,21,310415,3104,MG,SE,"-18,07118503","-41,42942079",BAIXA,MUITO BAIXA
6850,2018,3126901,DIREITA,1457,1154,15,310837,3108,MG,SE,"-18,56178973","-41,90121659",MEDIA,BAIXA
6851,2018,3126901,EMPATE,68,68,1,310837,3108,MG,SE,"-18,56178973","-41,90121659",MEDIA,BAIXA
6852,2018,3126901,ESQUERDA,567,995,10,310837,3108,MG,SE,"-18,56178973","-41,90121659",MEDIA,BAIXA
6853,2022,3126901,DIREITA,192,186,2,310837,3108,MG,SE,"-18,56178973","-41,90121659",MEDIA,BAIXA
6854,2022,3126901,ESQUERDA,1840,2660,24,310837,3108,MG,SE,"-18,56178973","-41,90121659",MEDIA,BAIXA
6855,2018,3126950,ESQUERDA,652,1393,11,310836,3108,MG,SE,"-18,16508071","-42,76529524",BAIXA,MEDIA
6856,2022,3126950,ESQUERDA,779,1751,12,310836,3108,MG,SE,"-18,16508071","-42,76529524",BAIXA,MEDIA
6857,2018,3127008,DIREITA,2405,1898,18,310521,3105,MG,SE,"-20,28830056","-49,20428203",MEDIA,MUITO ALTA
6858,2018,3127008,EMPATE,225,225,2,310521,3105,MG,SE,"-20,28830056","-49,20428203",MEDIA,MUITO ALTA
6859,2018,3127008,ESQUERDA,885,1032,8,310521,3105,MG,SE,"-20,28830056","-49,20428203",MEDIA,MUITO ALTA
6860,2022,3127008,DIREITA,580,522,4,310521,3105,MG,SE,"-20,28830056","-49,20428203",MEDIA,MUITO ALTA
6861,2022,3127008,ESQUERDA,3014,3727,24,310521,3105,MG,SE,"-20,28830056","-49,20428203",MEDIA,MUITO ALTA
6862,2018,3127057,ESQUERDA,534,1891,16,310416,3104,MG,SE,"-16,89201522","-40,92507866",BAIXA,BAIXA
6863,2022,3127057,ESQUERDA,648,2372,17,310416,3104,MG,SE,"-16,89201522","-40,92507866",BAIXA,BAIXA
6864,2018,3127073,ESQUERDA,503,1976,30,310205,3102,MG,SE,"-16,11641842","-42,53222194",BAIXA,MUITO BAIXA
6865,2022,3127073,ESQUERDA,596,2500,28,310205,3102,MG,SE,"-16,11641842","-42,53222194",BAIXA,MUITO BAIXA
6866,2018,3127107,DIREITA,16376,8406,107,310521,3105,MG,SE,"-20,02589788","-48,93915371",ALTA,MEDIA
6867,2018,3127107,ESQUERDA,818,1388,12,310521,3105,MG,SE,"-20,02589788","-48,93915371",ALTA,MEDIA
6868,2022,3127107,DIREITA,15322,10286,97,310521,3105,MG,SE,"-20,02589788","-48,93915371",ALTA,MEDIA
6869,2022,3127107,EMPATE,276,276,2,310521,3105,MG,SE,"-20,02589788","-48,93915371",ALTA,MEDIA
6870,2022,3127107,ESQUERDA,1963,3143,21,310521,3105,MG,SE,"-20,02589788","-48,93915371",ALTA,MEDIA
6871,2018,3127206,DIREITA,1649,931,15,310727,3107,MG,SE,"-19,36998733","-44,06308588",MEDIA,MEDIA
6872,2018,3127206,ESQUERDA,63,132,1,310727,3107,MG,SE,"-19,36998733","-44,06308588",MEDIA,MEDIA
6873,2022,3127206,DIREITA,1614,1127,13,310727,3107,MG,SE,"-19,36998733","-44,06308588",MEDIA,MEDIA
6874,2022,3127206,ESQUERDA,381,560,4,310727,3107,MG,SE,"-19,36998733","-44,06308588",MEDIA,MEDIA
6875,2018,3127305,DIREITA,1573,1160,15,310837,3108,MG,SE,"-19,00547364","-41,53619717",MEDIA,MUITO BAIXA
6876,2018,3127305,ESQUERDA,271,315,4,310837,3108,MG,SE,"-19,00547364","-41,53619717",MEDIA,MUITO BAIXA
6877,2022,3127305,DIREITA,712,652,7,310837,3108,MG,SE,"-19,00547364","-41,53619717",MEDIA,MUITO BAIXA
6878,2022,3127305,EMPATE,95,95,1,310837,3108,MG,SE,"-19,00547364","-41,53619717",MEDIA,MUITO BAIXA
6879,2022,3127305,ESQUERDA,1025,1185,11,310837,3108,MG,SE,"-19,00547364","-41,53619717",MEDIA,MUITO BAIXA
6880,2018,3127339,DIREITA,25,24,1,310204,3102,MG,SE,"-15,07682207","-43,11948084",MEDIA,MUITO BAIXA
6881,2018,3127339,ESQUERDA,789,1961,18,310204,3102,MG,SE,"-15,07682207","-43,11948084",MEDIA,MUITO BAIXA
6882,2022,3127339,ESQUERDA,1068,2348,20,310204,3102,MG,SE,"-15,07682207","-43,11948084",MEDIA,MUITO BAIXA
6883,2018,3127354,ESQUERDA,773,1624,12,310207,3102,MG,SE,"-16,85021869","-43,6964059",MEDIA,MEDIA
6884,2022,3127354,ESQUERDA,847,2167,13,310207,3102,MG,SE,"-16,85021869","-43,6964059",MEDIA,MEDIA
6885,2018,3127370,DIREITA,1218,689,8,310841,3108,MG,SE,"-18,98171334","-41,22282161",MEDIA,MEDIA
6886,2022,3127370,DIREITA,1287,970,8,310841,3108,MG,SE,"-18,98171334","-41,22282161",MEDIA,MEDIA
6887,2018,3127388,DIREITA,1275,1117,11,311265,3112,MG,SE,"-21,53241783","-43,1914824",ALTA,MEDIA
6888,2018,3127388,ESQUERDA,67,71,1,311265,3112,MG,SE,"-21,53241783","-43,1914824",ALTA,MEDIA
6889,2022,3127388,EMPATE,143,143,1,311265,3112,MG,SE,"-21,53241783","-43,1914824",ALTA,MEDIA
6890,2022,3127388,ESQUERDA,1254,1609,11,311265,3112,MG,SE,"-21,53241783","-43,1914824",ALTA,MEDIA
6891,2018,3127404,DIREITA,1923,602,11,311052,3110,MG,SE,"-22,65761919","-45,85659204",MEDIA,MEDIA
6892,2022,3127404,DIREITA,1779,1027,12,311052,3110,MG,SE,"-22,65761919","-45,85659204",MEDIA,MEDIA
6893,2022,3127404,ESQUERDA,74,88,1,311052,3110,MG,SE,"-22,65761919","-45,85659204",MEDIA,MEDIA
6894,2018,3127503,DIREITA,1376,1022,16,310835,3108,MG,SE,"-18,824825","-42,47722387",MEDIA,MEDIA
6895,2018,3127503,EMPATE,80,80,1,310835,3108,MG,SE,"-18,824825","-42,47722387",MEDIA,MEDIA
6896,2022,3127503,ESQUERDA,1143,1885,18,310835,3108,MG,SE,"-18,824825","-42,47722387",MEDIA,MEDIA
6897,2018,3127602,DIREITA,110,108,1,310310,3103,MG,SE,"-18,4429725","-43,73398675",MEDIA,BAIXA
6898,2018,3127602,ESQUERDA,2308,3633,30,310310,3103,MG,SE,"-18,4429725","-43,73398675",MEDIA,BAIXA
6899,2022,3127602,ESQUERDA,2251,5279,31,310310,3103,MG,SE,"-18,4429725","-43,73398675",MEDIA,BAIXA
6900,2018,3127701,DIREITA,91816,35198,578,310837,3108,MG,SE,"-18,8528824","-41,94708133",ALTA,MUITO ALTA
6901,2018,3127701,EMPATE,44,44,1,310837,3108,MG,SE,"-18,8528824","-41,94708133",ALTA,MUITO ALTA
6902,2018,3127701,ESQUERDA,2207,3051,35,310837,3108,MG,SE,"-18,8528824","-41,94708133",ALTA,MUITO ALTA
6903,2022,3127701,DIREITA,88030,46766,564,310837,3108,MG,SE,"-18,8528824","-41,94708133",ALTA,MUITO ALTA
6904,2022,3127701,EMPATE,427,427,4,310837,3108,MG,SE,"-18,8528824","-41,94708133",ALTA,MUITO ALTA
6905,2022,3127701,ESQUERDA,6518,9044,84,310837,3108,MG,SE,"-18,8528824","-41,94708133",ALTA,MUITO ALTA
6906,2018,3127800,ESQUERDA,1865,4801,41,310208,3102,MG,SE,"-16,56649515","-42,88801288",MEDIA,MUITO BAIXA
6907,2022,3127800,ESQUERDA,2109,6057,42,310208,3102,MG,SE,"-16,56649515","-42,88801288",MEDIA,MUITO BAIXA
6908,2018,3127909,DIREITA,645,435,6,310519,3105,MG,SE,"-18,4930238","-47,72479844",ALTA,MUITO BAIXA
6909,2022,3127909,DIREITA,774,529,6,310519,3105,MG,SE,"-18,4930238","-47,72479844",ALTA,MUITO BAIXA
6910,2018,3128006,DIREITA,6380,4415,62,310835,3108,MG,SE,"-18,77715079","-42,9370491",MEDIA,MEDIA
6911,2018,3128006,EMPATE,143,143,2,310835,3108,MG,SE,"-18,77715079","-42,9370491",MEDIA,MEDIA
6912,2018,3128006,ESQUERDA,1144,1874,22,310835,3108,MG,SE,"-18,77715079","-42,9370491",MEDIA,MEDIA
6913,2022,3128006,DIREITA,2339,2063,23,310835,3108,MG,SE,"-18,77715079","-42,9370491",MEDIA,MEDIA
6914,2022,3128006,EMPATE,237,237,2,310835,3108,MG,SE,"-18,77715079","-42,9370491",MEDIA,MEDIA
6915,2022,3128006,ESQUERDA,4858,7147,60,310835,3108,MG,SE,"-18,77715079","-42,9370491",MEDIA,MEDIA
6916,2018,3128105,DIREITA,4543,2287,35,311050,3110,MG,SE,"-20,75672451","-45,91838386",MEDIA,BAIXA
6917,2018,3128105,ESQUERDA,47,61,1,311050,3110,MG,SE,"-20,75672451","-45,91838386",MEDIA,BAIXA
6918,2022,3128105,DIREITA,4948,2888,34,311050,3110,MG,SE,"-20,75672451","-45,91838386",MEDIA,BAIXA
6919,2022,3128105,ESQUERDA,154,166,2,311050,3110,MG,SE,"-20,75672451","-45,91838386",MEDIA,BAIXA
6920,2018,3128204,ESQUERDA,1680,3337,31,311260,3112,MG,SE,"-20,5717035","-43,01128165",MEDIA,MEDIA
6921,2022,3128204,ESQUERDA,1771,4412,30,311260,3112,MG,SE,"-20,5717035","-43,01128165",MEDIA,MEDIA
6922,2018,3128253,ESQUERDA,651,2648,15,310209,3102,MG,SE,"-17,01152746","-43,66877771",MEDIA,BAIXA
6923,2022,3128253,ESQUERDA,657,3312,15,310209,3102,MG,SE,"-17,01152746","-43,66877771",MEDIA,BAIXA
6924,2018,3128303,DIREITA,2563,2270,20,311048,3110,MG,SE,"-21,30556037","-46,79549122",ALTA,ALTA
6925,2018,3128303,ESQUERDA,2351,2829,22,311048,3110,MG,SE,"-21,30556037","-46,79549122",ALTA,ALTA
6926,2022,3128303,DIREITA,147,136,1,311048,3110,MG,SE,"-21,30556037","-46,79549122",ALTA,ALTA
6927,2022,3128303,ESQUERDA,4632,6643,42,311048,3110,MG,SE,"-21,30556037","-46,79549122",ALTA,ALTA
6928,2018,3128402,DIREITA,348,312,3,311264,3112,MG,SE,"-21,36266919","-43,04645668",MEDIA,MEDIA
6929,2018,3128402,ESQUERDA,1750,2220,19,311264,3112,MG,SE,"-21,36266919","-43,04645668",MEDIA,MEDIA
